OrderNr;Status;Employee;startmoment;Channel;RandomWaarde1;RandomWaarde2;eindmoment
Case186;Order sent back;Resource 6;19-1-2012 17:12;Dealer;212;403;19-1-2012 17:12
Case785;Request signed L2;Resource 6;19-1-2012 17:13;Dealer;31;37;19-1-2012 17:14
Case800;Request signed L2;Resource 6;19-1-2012 17:15;Dealer;187;358;19-1-2012 17:17
Case375;Request signed L2;Resource 6;19-1-2012 17:19;Dealer;173;294;19-1-2012 19:59
Case1186;Repairshop X - OK;Resource 5;20-1-2012 08:13;Dealer;209;327;20-1-2012 08:19
Case855;Pick-up prepared;Resource 2;20-1-2012 08:25;Dealer;2;4;20-1-2012 08:26
Case336;Order created;Resource 1;20-1-2012 08:33;Dealer;86;160;20-1-2012 08:33
Case335;Order created;Resource 1;20-1-2012 08:35;Dealer;289;575;20-1-2012 08:37
Case336;Missing documents requested;Resource 3;20-1-2012 08:40;Dealer;125;172;20-1-2012 08:40
Case335;Pick-up prepared;Resource 2;20-1-2012 08:41;Dealer;171;185;20-1-2012 08:42
Case334;Order created;Resource 1;20-1-2012 08:44;Dealer;276;468;20-1-2012 08:48
Case333;Order created;Resource 1;20-1-2012 08:49;Dealer;251;295;20-1-2012 08:53
Case334;Missing documents requested;Resource 3;20-1-2012 08:54;Dealer;171;302;20-1-2012 08:55
Case333;Missing documents requested;Resource 2;20-1-2012 08:59;Dealer;322;470;20-1-2012 09:00
Case389;Missing documents requested;Resource 2;20-1-2012 09:03;Dealer;11;19;20-1-2012 09:03
Case1334;Order created;Resource 1;20-1-2012 09:04;Dealer;165;198;20-1-2012 09:05
Case1333;Order created;Resource 1;20-1-2012 09:09;Dealer;175;213;20-1-2012 09:09
Case1334;Missing documents requested;Resource 3;20-1-2012 09:09;Dealer;313;579;20-1-2012 09:10
Case1333;Pick-up prepared;Resource 2;20-1-2012 09:12;Dealer;67;81;20-1-2012 09:12
Case1332;Order created;Resource 1;20-1-2012 09:13;Dealer;130;139;20-1-2012 09:13
Case644;Shipment via forwarding company;Resource 2;20-1-2012 09:14;Dealer;139;191;20-1-2012 09:16
Case1332;Missing documents requested;Resource 3;20-1-2012 09:22;Dealer;152;206;20-1-2012 09:23
Case354;Shipment via logistics partner;Resource 2;20-1-2012 09:24;Dealer;191;239;20-1-2012 09:34
Case1331;Order created;Resource 1;20-1-2012 09:35;Dealer;284;288;20-1-2012 09:41
Case1330;Order created;Resource 1;20-1-2012 09:42;Dealer;148;247;20-1-2012 09:46
Case1330;Missing documents requested;Resource 2;20-1-2012 09:47;Dealer;289;349;20-1-2012 09:47
Case1331;Missing documents requested;Resource 3;20-1-2012 09:47;Dealer;225;227;20-1-2012 09:50
Case269;Missing documents requested;Resource 2;20-1-2012 09:53;Dealer;327;502;20-1-2012 09:53
Case375;Request signed L3;Resource 7;20-1-2012 09:53;Dealer;220;275;20-1-2012 09:53
Case785;Request signed L3;Resource 7;20-1-2012 09:53;Dealer;183;185;20-1-2012 09:53
Case800;Request signed L3;Resource 7;20-1-2012 09:53;Dealer;58;71;20-1-2012 09:55
Case1329;Order created;Resource 1;20-1-2012 09:56;Dealer;232;387;20-1-2012 09:59
Case1329;Missing documents requested;Resource 3;20-1-2012 10:01;Dealer;142;239;20-1-2012 10:04
Case1328;Order created;Resource 1;20-1-2012 10:05;Dealer;44;51;20-1-2012 10:05
Case1328;Missing documents requested;Resource 3;20-1-2012 10:09;Dealer;297;318;20-1-2012 10:10
Case1327;Order created;Resource 1;20-1-2012 10:12;Dealer;253;469;20-1-2012 10:13
Case1326;Order created;Resource 1;20-1-2012 10:14;Dealer;146;207;20-1-2012 10:14
Case1326;Missing documents requested;Resource 3;20-1-2012 10:18;Dealer;191;258;20-1-2012 10:18
Case1327;Missing documents requested;Resource 2;20-1-2012 10:18;Dealer;210;220;20-1-2012 10:19
Case515;Invoice modified;Resource 22;20-1-2012 10:21;Dealer;279;401;20-1-2012 10:26
Case1325;Order created;Resource 1;20-1-2012 10:35;Dealer;243;429;20-1-2012 10:35
Case706;Request rejected L1;Resource 13;20-1-2012 10:37;Dealer;304;592;20-1-2012 10:39
Case706;Order completed;Resource 13;20-1-2012 10:41;Dealer;46;55;20-1-2012 10:42
Case1321;Order created;Resource 1;20-1-2012 10:42;Dealer;169;243;20-1-2012 10:42
Case1325;Missing documents requested;Resource 3;20-1-2012 10:42;Dealer;13;24;20-1-2012 10:42
Case5;Create refund;Resource 13;20-1-2012 10:43;Internet;137;258;20-1-2012 10:43
Case1321;Missing documents requested;Resource 2;20-1-2012 10:44;Dealer;233;454;20-1-2012 10:44
Case1320;Order created;Resource 1;20-1-2012 10:46;Dealer;233;233;20-1-2012 10:48
Case1319;Order created;Resource 1;20-1-2012 10:49;Dealer;303;406;20-1-2012 10:49
Case1320;Missing documents requested;Resource 3;20-1-2012 10:49;Dealer;172;177;20-1-2012 10:51
Case1319;Missing documents requested;Resource 2;20-1-2012 10:52;Dealer;1;1;20-1-2012 10:53
Case1044;Shipment via forwarding company;Resource 3;20-1-2012 10:56;Dealer;36;41;20-1-2012 10:56
Case1318;Order created;Resource 1;20-1-2012 10:56;Dealer;216;319;20-1-2012 10:56
Case1318;Missing documents requested;Resource 2;20-1-2012 10:58;Dealer;183;363;20-1-2012 11:02
Case171;Shipment via forwarding company;Resource 3;20-1-2012 11:05;Dealer;106;183;20-1-2012 11:05
Case1317;Order created;Resource 1;20-1-2012 11:06;Dealer;40;65;20-1-2012 11:06
Case1317;Missing documents requested;Resource 2;20-1-2012 11:11;Dealer;327;434;20-1-2012 11:12
Case897;Checked;Resource 3;20-1-2012 11:14;Dealer;64;94;20-1-2012 11:15
Case1316;Order created;Resource 1;20-1-2012 11:20;Dealer;285;566;20-1-2012 11:20
Case1316;Missing documents requested;Resource 2;20-1-2012 11:26;Dealer;310;577;20-1-2012 11:27
Case1315;Order created;Resource 1;20-1-2012 11:29;Dealer;30;55;20-1-2012 11:30
Case1315;Missing documents requested;Resource 2;20-1-2012 11:32;Dealer;67;109;20-1-2012 11:32
Case1091;Missing documents requested;Resource 3;20-1-2012 11:36;Dealer;270;323;20-1-2012 11:42
Case1154;Pick-up prepared;Resource 3;20-1-2012 11:44;Dealer;112;215;20-1-2012 11:44
Case1314;Order created;Resource 1;20-1-2012 11:44;Dealer;261;296;20-1-2012 11:44
Case1314;Canceled;Resource 2;20-1-2012 11:44;Dealer;220;404;20-1-2012 11:47
Case1313;Order created;Resource 1;20-1-2012 11:50;Dealer;269;476;20-1-2012 11:50
Case431;Missing documents requested;Resource 3;20-1-2012 11:59;Dealer;294;517;20-1-2012 12:00
Case949;Request signed L1;Resource 13;20-1-2012 12:03;Dealer;178;228;20-1-2012 12:03
Case1041;Shipment via forwarding company;Resource 2;20-1-2012 12:05;Dealer;110;155;20-1-2012 12:09
Case1313;Missing documents requested;Resource 2;20-1-2012 12:13;Dealer;139;264;20-1-2012 12:13
Case448;Request signed L1;Resource 3;20-1-2012 12:13;Dealer;40;40;20-1-2012 12:13
Case241;Checked;Resource 13;20-1-2012 12:21;Dealer;257;378;20-1-2012 12:21
Case434;Request signed L1;Resource 3;20-1-2012 12:22;Dealer;58;101;20-1-2012 12:23
Case777;Missing documents requested;Resource 3;20-1-2012 12:27;Dealer;137;226;20-1-2012 12:27
Case1312;Order created;Resource 1;20-1-2012 12:28;Dealer;194;344;20-1-2012 12:28
Case1082;Repairshop X - Rejected;Resource 5;20-1-2012 12:30;Dealer;194;212;20-1-2012 12:31
Case1306;Order created;Resource 1;20-1-2012 12:32;Dealer;229;320;20-1-2012 12:35
Case207;Request signed L1;Resource 13;20-1-2012 12:38;Dealer;138;275;20-1-2012 12:40
Case1312;Missing documents requested;Resource 2;20-1-2012 12:41;Dealer;227;270;20-1-2012 12:41
Case202;Request signed L1;Resource 13;20-1-2012 12:42;Dealer;224;427;20-1-2012 12:42
Case1186;Request signed L1;Resource 13;20-1-2012 12:44;Dealer;228;346;20-1-2012 12:46
Case1075;Repairshop X - OK;Resource 5;20-1-2012 12:47;Dealer;321;536;20-1-2012 12:50
Case1179;Request signed L1;Resource 13;20-1-2012 12:52;Dealer;132;260;20-1-2012 12:54
Case1153;Request signed L1;Resource 13;20-1-2012 12:55;Dealer;217;243;20-1-2012 12:55
Case1148;Request signed L1;Resource 13;20-1-2012 12:56;Dealer;151;234;20-1-2012 12:57
Case1147;Request signed L1;Resource 13;20-1-2012 12:58;Dealer;280;341;20-1-2012 12:59
Case1141;Request signed L1;Resource 13;20-1-2012 13:01;Dealer;197;359;20-1-2012 13:02
Case325;Repairshop X - Rejected;Resource 5;20-1-2012 13:03;Dealer;312;616;20-1-2012 13:03
Case1136;Request signed L1;Resource 13;20-1-2012 13:05;Dealer;207;387;20-1-2012 13:06
Case339;Request signed L1;Resource 13;20-1-2012 13:08;Dealer;65;105;20-1-2012 13:08
Case949;Request signed L2;Resource 9;20-1-2012 13:09;Dealer;107;157;20-1-2012 13:09
Case1075;Request signed L1;Resource 13;20-1-2012 13:10;Dealer;129;186;20-1-2012 13:10
Case793;Repairshop X - Rejected;Resource 5;20-1-2012 13:10;Dealer;39;78;20-1-2012 13:11
Case207;Request signed L2;Resource 9;20-1-2012 13:12;Dealer;122;171;20-1-2012 13:12
Case1192;Repairshop X - Rejected;Resource 5;20-1-2012 13:16;Dealer;137;221;20-1-2012 13:16
Case202;Request signed L2;Resource 9;20-1-2012 13:16;Dealer;293;517;20-1-2012 13:16
Case1186;Request signed L2;Resource 9;20-1-2012 13:17;Dealer;111;172;20-1-2012 13:19
Case1179;Request signed L2;Resource 9;20-1-2012 13:20;Dealer;117;198;20-1-2012 13:20
Case1153;Request signed L2;Resource 9;20-1-2012 13:21;Dealer;121;234;20-1-2012 13:21
Case1148;Request signed L2;Resource 9;20-1-2012 13:23;Dealer;193;327;20-1-2012 13:24
Case1147;Request signed L2;Resource 9;20-1-2012 13:25;Dealer;10;15;20-1-2012 13:25
Case422;Pick-up prepared;Resource 2;20-1-2012 13:26;Dealer;18;29;20-1-2012 13:26
Case1141;Request signed L2;Resource 9;20-1-2012 13:27;Dealer;67;130;20-1-2012 13:28
Case1136;Request signed L2;Resource 9;20-1-2012 13:29;Dealer;11;14;20-1-2012 13:34
Case1306;Missing documents requested;Resource 3;20-1-2012 13:38;Dealer;1;2;20-1-2012 13:39
Case1305;Order created;Resource 1;20-1-2012 13:41;Dealer;229;277;20-1-2012 13:42
Case1305;Missing documents requested;Resource 2;20-1-2012 13:44;Dealer;25;34;20-1-2012 13:44
Case157;Create refund;Resource 13;20-1-2012 13:44;Dealer;95;188;20-1-2012 13:44
Case1304;Order created;Resource 1;20-1-2012 13:46;Dealer;319;526;20-1-2012 13:47
Case1304;Missing documents requested;Resource 2;20-1-2012 13:50;Dealer;1;2;20-1-2012 13:50
Case1136;Request signed L3;Resource 7;20-1-2012 13:51;Dealer;189;191;20-1-2012 13:51
Case1148;Request signed L3;Resource 7;20-1-2012 13:52;Dealer;223;301;20-1-2012 13:52
Case1153;Request signed L3;Resource 7;20-1-2012 13:52;Dealer;239;377;20-1-2012 13:52
Case1179;Request signed L3;Resource 7;20-1-2012 13:52;Dealer;303;579;20-1-2012 13:52
Case1186;Request signed L3;Resource 7;20-1-2012 13:52;Dealer;136;143;20-1-2012 13:52
Case202;Request signed L3;Resource 7;20-1-2012 13:52;Dealer;57;111;20-1-2012 13:52
Case207;Request signed L3;Resource 7;20-1-2012 13:52;Dealer;60;75;20-1-2012 13:52
Case949;Request signed L3;Resource 7;20-1-2012 13:52;Dealer;163;320;20-1-2012 13:52
Case1141;Request signed L3;Resource 7;20-1-2012 13:53;Dealer;180;306;20-1-2012 13:53
Case1147;Request signed L3;Resource 7;20-1-2012 13:53;Dealer;194;326;20-1-2012 13:56
Case1303;Order created;Resource 1;20-1-2012 13:59;Dealer;204;262;20-1-2012 14:00
Case1303;Missing documents requested;Resource 2;20-1-2012 14:02;Dealer;94;140;20-1-2012 14:02
Case410;Missing documents requested;Resource 3;20-1-2012 14:03;Dealer;20;35;20-1-2012 14:04
Case1302;Order created;Resource 1;20-1-2012 14:08;Dealer;21;40;20-1-2012 14:08
Case526;Missing documents requested;Resource 3;20-1-2012 14:10;Dealer;41;59;20-1-2012 14:16
Case1301;Order created;Resource 1;20-1-2012 14:18;Dealer;316;592;20-1-2012 14:21
Case1301;Missing documents requested;Resource 3;20-1-2012 14:22;Dealer;243;287;20-1-2012 14:26
Case1075;Request signed L2;Resource 9;20-1-2012 14:27;Dealer;150;172;20-1-2012 14:27
Case339;Request signed L2;Resource 9;20-1-2012 14:30;Dealer;86;135;20-1-2012 14:35
Case448;Request signed L2;Resource 9;20-1-2012 14:38;Dealer;33;53;20-1-2012 14:38
Case411;Missing documents requested;Resource 3;20-1-2012 14:41;Dealer;46;66;20-1-2012 14:41
Case434;Request signed L2;Resource 9;20-1-2012 14:41;Dealer;211;282;20-1-2012 14:50
Case411;Request signed L1;Resource 3;20-1-2012 14:57;Dealer;202;316;20-1-2012 14:57
Case1300;Order created;Resource 1;20-1-2012 14:58;Dealer;236;290;20-1-2012 15:00
Case1300;Missing documents requested;Resource 2;20-1-2012 15:04;Dealer;254;304;20-1-2012 15:04
Case803;Missing documents requested;Resource 3;20-1-2012 15:04;Dealer;75;75;20-1-2012 15:04
Case411;Request signed L2;Resource 9;20-1-2012 15:06;Dealer;116;221;20-1-2012 15:06
Case1299;Order created;Resource 1;20-1-2012 15:21;Dealer;186;198;20-1-2012 15:25
Case1299;Missing documents requested;Resource 2;20-1-2012 15:25;Dealer;87;125;20-1-2012 15:25
Case1298;Order created;Resource 1;20-1-2012 15:26;Dealer;153;218;20-1-2012 15:26
Case1297;Order created;Resource 1;20-1-2012 15:29;Dealer;331;647;20-1-2012 15:29
Case1297;Missing documents requested;Resource 2;20-1-2012 15:32;Dealer;275;449;20-1-2012 15:35
Case1293;Order created;Resource 1;20-1-2012 15:37;Dealer;275;545;20-1-2012 15:37
Case1298;Missing documents requested;Resource 3;20-1-2012 15:38;Dealer;47;71;20-1-2012 15:38
Case1293;Missing documents requested;Resource 2;20-1-2012 15:39;Dealer;40;57;20-1-2012 15:43
Case1292;Order created;Resource 1;20-1-2012 15:45;Dealer;20;33;20-1-2012 15:46
Case1292;Missing documents requested;Resource 2;20-1-2012 15:47;Dealer;122;133;20-1-2012 15:47
Case403;Request signed L1;Resource 3;20-1-2012 15:51;Dealer;211;241;20-1-2012 15:56
Case1291;Order created;Resource 1;20-1-2012 15:58;Dealer;42;71;20-1-2012 15:58
Case1291;Request rejected L1;Resource 3;20-1-2012 16:00;Dealer;321;581;20-1-2012 16:00
Case1291;Order completed;Resource 3;20-1-2012 16:00;Dealer;213;224;20-1-2012 16:11
Case393;Checked;Resource 3;20-1-2012 16:14;Dealer;270;403;20-1-2012 16:14
Case393;Missing documents requested;Resource 3;20-1-2012 16:16;Dealer;29;51;20-1-2012 16:16
Case403;Order sent back;Resource 9;20-1-2012 16:18;Dealer;184;269;20-1-2012 16:18
Case102;Product received;Resource 12;20-1-2012 16:23;Dealer;6;6;20-1-2012 16:24
Case1075;Request signed L3;Resource 7;20-1-2012 17:17;Dealer;211;409;20-1-2012 17:17
Case339;Request signed L3;Resource 7;20-1-2012 17:17;Dealer;4;4;20-1-2012 17:17
Case1178;Order sent back;Resource 7;20-1-2012 17:19;Dealer;10;20;20-1-2012 17:19
Case448;Request signed L3;Resource 7;20-1-2012 17:19;Dealer;285;414;20-1-2012 17:19
Case434;Request signed L3;Resource 7;20-1-2012 17:22;Dealer;276;499;20-1-2012 17:23
Case411;Request signed L3;Resource 7;20-1-2012 17:25;Dealer;65;114;21-1-2012 06:19
Case759;Product received;Resource 17;21-1-2012 06:24;Dealer;7;14;21-1-2012 06:24
Case759;Reparishop X - Checking;Resource 17;21-1-2012 06:24;Dealer;37;44;21-1-2012 06:27
Case455;Product received;Resource 17;21-1-2012 06:28;Dealer;161;272;21-1-2012 06:28
Case455;Reparishop X - Checking;Resource 17;21-1-2012 06:29;Dealer;126;148;21-1-2012 06:30
Case415;Product received;Resource 17;21-1-2012 06:31;Dealer;294;573;21-1-2012 06:31
Case415;Reparishop X - Checking;Resource 17;21-1-2012 06:31;Dealer;151;189;21-1-2012 06:33
Case565;Product received;Resource 17;21-1-2012 06:35;Dealer;117;155;21-1-2012 06:35
Case565;Reparishop X - Checking;Resource 17;21-1-2012 06:35;Dealer;174;336;21-1-2012 06:35
Case457;Product received;Resource 17;21-1-2012 06:39;Dealer;183;215;21-1-2012 06:39
Case457;Reparishop X - Checking;Resource 17;21-1-2012 06:39;Dealer;75;114;21-1-2012 06:40
Case713;Product received;Resource 17;21-1-2012 06:44;Dealer;107;111;21-1-2012 06:44
Case713;Reparishop X - Checking;Resource 17;21-1-2012 06:44;Dealer;44;57;21-1-2012 06:46
Case1132;Product received;Resource 17;21-1-2012 06:48;Dealer;165;287;21-1-2012 06:48
Case1132;Reparishop X - Checking;Resource 17;21-1-2012 06:48;Dealer;293;571;21-1-2012 06:48
Case1138;Product received;Resource 17;21-1-2012 06:52;Dealer;188;329;21-1-2012 06:52
Case1138;Reparishop X - Checking;Resource 17;21-1-2012 06:52;Dealer;144;286;21-1-2012 06:54
Case1076;Product received;Resource 17;21-1-2012 06:55;Dealer;121;187;21-1-2012 06:55
Case1076;Reparishop X - Checking;Resource 17;21-1-2012 06:55;Dealer;106;203;21-1-2012 06:59
Case788;Product received;Resource 17;21-1-2012 07:02;Dealer;152;219;21-1-2012 07:02
Case788;Reparishop X - Checking;Resource 17;21-1-2012 07:02;Dealer;333;545;21-1-2012 07:06
Case1150;Product received;Resource 17;21-1-2012 07:08;Dealer;206;396;21-1-2012 07:08
Case1150;Reparishop X - Checking;Resource 17;21-1-2012 07:08;Dealer;21;38;21-1-2012 07:50
Case889;Product received;Resource 12;21-1-2012 08:10;Dealer;306;378;21-1-2012 08:10
Case914;Product received;Resource 12;21-1-2012 08:11;Dealer;139;259;21-1-2012 08:11
Case1030;Product received;Resource 12;21-1-2012 08:13;Dealer;268;335;21-1-2012 08:13
Case827;Product received;Resource 12;21-1-2012 08:13;Dealer;252;259;21-1-2012 08:13
Case891;Product received;Resource 12;21-1-2012 08:14;Dealer;160;169;21-1-2012 08:15
Case543;Product received;Resource 12;21-1-2012 08:16;Dealer;116;176;21-1-2012 08:17
Case812;Product received;Resource 12;21-1-2012 08:19;Dealer;131;138;21-1-2012 08:19
Case885;Product received;Resource 12;21-1-2012 08:20;Dealer;14;28;21-1-2012 08:39
Case760;Product received;Resource 12;21-1-2012 08:46;Dealer;315;593;21-1-2012 09:33
Case1167;Product received;Resource 12;21-1-2012 09:37;Dealer;1;1;21-1-2012 09:56
Case219;Product received;Resource 12;21-1-2012 10:03;Dealer;202;217;21-1-2012 10:04
Case1094;Product received;Resource 12;21-1-2012 10:05;Dealer;19;21;21-1-2012 10:06
Case720;Product received;Resource 12;21-1-2012 10:08;Dealer;68;112;21-1-2012 10:09
Case683;Product received;Resource 12;21-1-2012 10:11;Dealer;287;535;21-1-2012 10:14
Case1290;Order created;Resource 1;21-1-2012 10:26;Dealer;175;218;21-1-2012 10:30
Case1290;Missing documents requested;Resource 3;21-1-2012 10:32;Dealer;192;236;21-1-2012 10:41
Case1073;Missing documents requested;Resource 2;21-1-2012 10:48;Dealer;288;564;21-1-2012 10:48
Case1289;Order created;Resource 1;21-1-2012 10:48;Dealer;151;242;21-1-2012 10:49
Case1289;Missing documents requested;Resource 3;21-1-2012 10:54;Dealer;185;356;21-1-2012 10:54
Case1288;Order created;Resource 1;21-1-2012 10:58;Dealer;171;255;21-1-2012 11:01
Case391;Request signed L1;Resource 3;21-1-2012 11:02;Dealer;39;51;21-1-2012 11:04
Case1288;Shipment via forwarding company;Resource 2;21-1-2012 11:05;Dealer;300;455;21-1-2012 11:11
Case1286;Order created;Resource 1;21-1-2012 11:13;Dealer;208;259;21-1-2012 11:13
Case1287;Order created;Resource 1;21-1-2012 11:13;Dealer;100;126;21-1-2012 11:13
Case980;Shipment via forwarding company;Resource 13;21-1-2012 11:15;Dealer;70;85;21-1-2012 11:17
Case1286;Missing documents requested;Resource 3;21-1-2012 11:21;Dealer;60;115;21-1-2012 11:25
Case424;Request signed L1;Resource 3;21-1-2012 11:31;Dealer;29;34;21-1-2012 11:37
Case1253;Missing documents requested;Resource 3;21-1-2012 11:38;Dealer;110;205;21-1-2012 11:43
Case1285;Order created;Resource 1;21-1-2012 11:47;Dealer;300;559;21-1-2012 11:49
Case1285;Missing documents requested;Resource 3;21-1-2012 11:52;Dealer;145;224;21-1-2012 11:53
Case224;Pick-up prepared;Resource 13;21-1-2012 11:59;Dealer;276;379;21-1-2012 11:59
Case1284;Order created;Resource 1;21-1-2012 12:00;Dealer;161;162;21-1-2012 12:02
Case1284;Missing documents requested;Resource 3;21-1-2012 12:04;Dealer;179;248;21-1-2012 12:10
Case1278;Order created;Resource 1;21-1-2012 12:12;Dealer;167;278;21-1-2012 12:12
Case883;Missing documents requested;Resource 2;21-1-2012 12:13;Dealer;281;449;21-1-2012 12:13
Case1278;Request rejected L1;Resource 3;21-1-2012 12:14;Dealer;87;146;21-1-2012 12:14
Case1278;Order completed;Resource 3;21-1-2012 12:15;Dealer;68;130;21-1-2012 12:17
Case1277;Order created;Resource 1;21-1-2012 12:19;Dealer;164;190;21-1-2012 12:19
Case1324;Supplements requested;Resource 3;21-1-2012 12:19;Dealer;264;446;21-1-2012 12:22
Case437;Pick-up prepared;Resource 13;21-1-2012 12:24;Dealer;255;391;21-1-2012 12:24
Case437;Shipment via logistics partner;Resource 13;21-1-2012 12:24;Dealer;82;97;21-1-2012 12:24
Case1277;Missing documents requested;Resource 2;21-1-2012 12:25;Dealer;297;467;21-1-2012 12:25
Case437;Pick-up prepared;Resource 3;21-1-2012 12:25;Dealer;115;214;21-1-2012 12:25
Case179;Shipment via forwarding company;Resource 13;21-1-2012 12:29;Dealer;307;434;21-1-2012 12:29
Case1276;Order created;Resource 1;21-1-2012 12:31;Dealer;283;463;21-1-2012 12:32
Case1276;Missing documents requested;Resource 3;21-1-2012 12:35;Dealer;249;381;21-1-2012 12:40
Case911;Missing documents requested;Resource 3;21-1-2012 12:46;Dealer;180;291;21-1-2012 12:47
Case68;Missing documents requested;Resource 2;21-1-2012 12:58;Dealer;3;3;21-1-2012 13:01
Case348;Request signed L1;Resource 3;21-1-2012 13:02;Dealer;307;449;21-1-2012 13:02
Case844;Missing documents requested;Resource 2;21-1-2012 13:03;Dealer;248;269;21-1-2012 13:11
Case1074;Supplements requested;Resource 12;21-1-2012 13:14;Dealer;67;89;21-1-2012 13:14
Case1074;Product received;Resource 12;21-1-2012 13:14;Dealer;134;256;22-1-2012 16:22
Case735;Shipment via logistics partner;Resource 20;23-1-2012 07:28;Dealer;325;394;23-1-2012 07:53
Case504;Amount modified;Resource 8;23-1-2012 07:56;Dealer;31;47;23-1-2012 07:56
Case504;Special Refund issued;Resource 8;23-1-2012 07:56;Dealer;30;60;23-1-2012 07:56
Case504;Warehouse;Resource 8;23-1-2012 07:56;Dealer;108;113;23-1-2012 07:56
Case12;Amount modified;Resource 8;23-1-2012 07:57;Dealer;330;480;23-1-2012 07:57
Case12;Special Refund issued;Resource 8;23-1-2012 07:57;Dealer;273;532;23-1-2012 07:57
Case12;Warehouse;Resource 8;23-1-2012 07:57;Dealer;68;125;23-1-2012 07:57
Case1322;Amount modified;Resource 8;23-1-2012 07:57;Dealer;26;28;23-1-2012 07:57
Case1322;Special Refund issued;Resource 8;23-1-2012 07:57;Dealer;142;276;23-1-2012 07:57
Case1322;Warehouse;Resource 8;23-1-2012 07:57;Dealer;2;2;23-1-2012 07:57
Case1279;Special Refund issued;Resource 8;23-1-2012 07:58;Dealer;60;93;23-1-2012 07:58
Case1279;Warehouse;Resource 8;23-1-2012 07:58;Dealer;302;390;23-1-2012 07:58
Case1281;Special Refund issued;Resource 8;23-1-2012 07:58;Dealer;330;450;23-1-2012 07:58
Case1281;Warehouse;Resource 8;23-1-2012 07:58;Dealer;309;582;23-1-2012 07:58
Case538;Amount modified;Resource 8;23-1-2012 07:58;Dealer;139;176;23-1-2012 07:58
Case538;Special Refund issued;Resource 8;23-1-2012 07:58;Dealer;327;510;23-1-2012 07:58
Case538;Warehouse;Resource 8;23-1-2012 07:58;Dealer;131;195;23-1-2012 07:58
Case1245;Amount modified;Resource 8;23-1-2012 07:59;Dealer;309;322;23-1-2012 07:59
Case1245;Special Refund issued;Resource 8;23-1-2012 07:59;Dealer;56;105;23-1-2012 07:59
Case1245;Warehouse;Resource 8;23-1-2012 07:59;Dealer;197;198;23-1-2012 07:59
Case1247;Amount modified;Resource 8;23-1-2012 07:59;Dealer;151;279;23-1-2012 07:59
Case1247;Special Refund issued;Resource 8;23-1-2012 07:59;Dealer;246;252;23-1-2012 07:59
Case1247;Warehouse;Resource 8;23-1-2012 07:59;Dealer;246;419;23-1-2012 07:59
Case494;Amount modified;Resource 8;23-1-2012 08:00;Dealer;40;42;23-1-2012 08:00
Case494;Special Refund issued;Resource 8;23-1-2012 08:00;Dealer;173;201;23-1-2012 08:00
Case494;Warehouse;Resource 8;23-1-2012 08:00;Dealer;237;329;23-1-2012 08:00
Case587;Amount modified;Resource 8;23-1-2012 08:00;Dealer;127;133;23-1-2012 08:00
Case587;Special Refund issued;Resource 8;23-1-2012 08:00;Dealer;210;301;23-1-2012 08:00
Case587;Warehouse;Resource 8;23-1-2012 08:00;Dealer;111;176;23-1-2012 08:00
Case148;Special Refund issued;Resource 8;23-1-2012 08:01;Dealer;57;98;23-1-2012 08:01
Case148;Warehouse;Resource 8;23-1-2012 08:01;Dealer;89;176;23-1-2012 08:01
Case151;Amount modified;Resource 8;23-1-2012 08:01;Dealer;23;33;23-1-2012 08:01
Case151;Special Refund issued;Resource 8;23-1-2012 08:01;Dealer;74;95;23-1-2012 08:01
Case151;Warehouse;Resource 8;23-1-2012 08:01;Dealer;332;401;23-1-2012 08:01
Case112;Amount modified;Resource 8;23-1-2012 08:02;Dealer;104;141;23-1-2012 08:02
Case113;Special Refund issued;Resource 8;23-1-2012 08:02;Dealer;299;401;23-1-2012 08:02
Case113;Warehouse;Resource 8;23-1-2012 08:02;Dealer;167;236;23-1-2012 08:02
Case114;Special Refund issued;Resource 8;23-1-2012 08:02;Dealer;36;44;23-1-2012 08:02
Case114;Warehouse;Resource 8;23-1-2012 08:02;Dealer;176;190;23-1-2012 08:02
Case112;Special Refund issued;Resource 8;23-1-2012 08:03;Dealer;116;227;23-1-2012 08:03
Case112;Warehouse;Resource 8;23-1-2012 08:03;Dealer;195;348;23-1-2012 08:03
Case101;Amount modified;Resource 8;23-1-2012 08:04;Dealer;127;238;23-1-2012 08:04
Case101;Special Refund issued;Resource 8;23-1-2012 08:04;Dealer;258;322;23-1-2012 08:04
Case101;Warehouse;Resource 8;23-1-2012 08:04;Dealer;161;191;23-1-2012 08:04
Case104;Special Refund issued;Resource 8;23-1-2012 08:04;Dealer;203;267;23-1-2012 08:04
Case104;Warehouse;Resource 8;23-1-2012 08:04;Dealer;3;5;23-1-2012 08:04
Case53;Special Refund issued;Resource 8;23-1-2012 08:05;Dealer;76;86;23-1-2012 08:05
Case53;Warehouse;Resource 8;23-1-2012 08:05;Dealer;287;460;23-1-2012 08:05
Case55;Amount modified;Resource 8;23-1-2012 08:05;Dealer;141;228;23-1-2012 08:05
Case55;Special Refund issued;Resource 8;23-1-2012 08:05;Dealer;65;126;23-1-2012 08:05
Case55;Warehouse;Resource 8;23-1-2012 08:05;Dealer;77;154;23-1-2012 08:06
Case51;Special Refund issued;Resource 8;23-1-2012 08:06;Dealer;114;121;23-1-2012 08:06
Case51;Warehouse;Resource 8;23-1-2012 08:06;Dealer;272;466;23-1-2012 08:06
